label,text
Modificare adresa de email principala asociata contului SmartBill,modifica adresa de email a contului
Modificare adresa de email principala asociata contului SmartBill,Modificare adresa de email principala asociata contului SmartBill
Modificare configurari pentru voucher online,Pot schimba configurarile voucherelor online?
Modificare configurari pentru voucher online,De unde modific configurarile voucher-ului online?
Modificare configurari pentru voucher online,Vreau sa reconfigurez voucherele online?
Modificare configurari pentru voucher online,Nu gasesc meniul de configurare al voucher-elor online.
Modificare configurari pentru voucher online,vreau sa schimb configurarea voucher-elor online
Modificare configurari pentru voucher online,vreau sa schimb configurarea voucherelor online
Modificare configurari pentru voucher online,de unde pot sa modific setarile pentru vocuher online
Modificare configurari pentru voucher online,de unde pot sa modific configurarile pentru vocuher online
Modificare cota TVA,Cum schimb cota de TVA a unui produs?
Modificare cota TVA,In ce meniu pot sa modific TVA-ul produsului?
Modificare cota TVA,Vreau sa schimb cota TVA la toate produsele.
Modificare cota TVA,Cum modific cota de TVA?
Modificare cota TVA,Cum setez cota de TVA?
Modificare cota TVA,De unde modific cota de TVA?
Modificare cota TVA,Cum setez cota TVA?
Modificare cota TVA,modificare cota TVA<br>
Modificare data emitere pe factura,Pot sa modific data facturii?
Modificare data emitere pe factura,De unde schimb data de emitere a facturii?
Modificare data emitere pe factura,Pot schimba data de emitere factura?
Modificare data emitere pe factura,Vreau sa modific data facturii.
Modificare data emitere pe factura,Cum modific data facturii?
Modificare data emitere pe factura,modifcare data factura
Modificare data emitere pe factura,vreau sa modifica data pe o factura
Modificare data emitere pe factura,schimabre data emitere factura
Modificare data pe bon fiscal,pot sa schimb data bonului fiscal
Modificare data pe bon fiscal,pot sa pun o data mai veche atunci cand emit un bon fiscal
Modificare data pe bon fiscal,pot sa emit un bon fiscal cu o data mai veche
Modificare data pe bon fiscal,cum schimb data bonului fiscal
Modificare data pe bon fiscal,este posibil sa schimb data bonului fiscal
Modificare date card,unde imi modific datele de card?
Modificare date client,Vreau sa modific datele clientului.
Modificare date client,Cum schimb adresa de email a clientului?
Modificare date client,De unde modific iban-ul clientului?
Modificare date client,Pot sa modific datele clientului?
Modificare date client,modificare date client in program
Modificare date furnizor,Vreau sa modific datele furnizorului.
Modificare date furnizor,Cum schimb adresa de email a furnizorului?
Modificare date furnizor,De unde modific iban-ul furnizorului?
Modificare date furnizor,Pot sa modific datele furnizorului?
Modificare denumire proforma,cum schimb denumirea proformei
Modificare denumire proforma,cum pot sa aleg alta denumire pentru proforma
Modificare denumire proforma,modific denumirea proformei
Modificare denumire proforma,unde configurez o denumire pentru proforma
Modificare denumire proforma,vreau sa schimb denuirea proformei
Modificare drepturi utilizator,De unde modific un utilizator?
Modificare drepturi utilizator,Vreau sa schimb drepturile utilizatorului.
Modificare drepturi utilizator,Cum schimb drepturile utilizatorului?
Modificare drepturi utilizator,Pot sa limitez accesul unui utilizator?
Modificare drepturi utilizator,cum schimb drepturile la utilizator
Modificare drepturi utilizator,cum pot schimba unele drepturi pe utilizatori
Modificare drepturi utilizator,schimba drepturi utilizator
Modificare drepturi utilizator,Cum schimb drepturile?
Modificare e-mailului de acces in SmartBill,Cum pot sa modific email-ul de contact (si autentificare)?
Modificare e-mailului de acces in SmartBill,Am gresit adresa de e-mail si vreau sa o modific.
Modificare e-mailului de acces in SmartBill,Cum corectez adresa de e-mail pentru logare?
Modificare e-mailului de acces in SmartBill,Vreau sa schimb utilizatorul si nu pot.
Modificare e-mailului de acces in SmartBill,"De unde pot sa modific adresa de e-mail, folosita pentru conectare?"
Modificare e-mailului de acces in SmartBill,vreau sa modific email de contact
Modificare e-mailului de acces in SmartBill,cum schimb email de contact / utilizator
Modificare e-mailului de acces in SmartBill,Modificare e-mailului de acces in SmartBill
Modificare factura,Cum modific o factura?
Modificare factura,Pot sa modific o factura emisa gresit?
Modificare factura,editare factura<br>
Modificare factura,cum pot sa modific o factura
Modificare factura,Cum modific de pe o factura data livrarii?
Modificare factura,Cum fac sa nu-mi mai apara data livrarii pe factura?
Modificare factura,Pot sa modific o factura emisa?
Modificare factura,Unde gasesc in program Date aditionale?
Modificare factura,De ce imi apare pe factura data livrarii?
Modificare factura aflata in stadiul de ciorna,De unde modific ciorna facturii?
Modificare factura aflata in stadiul de ciorna,Vreau sa modific o ciorna pentru a mai adauga produse.
Modificare factura aflata in stadiul de ciorna,"Pot sa modific ciorna facturii, inainte de salvare?"
Modificare factura aflata in stadiul de ciorna,Unde gasesc optiunea sa modific ciorna facturii?
Modificare factura aflata in stadiul de ciorna,Am optiune de modificare ciorna factura?
Modificare format factura,As vrea sa schimb formatul la facturi
Modificare format factura,"Am salvat un model de factura si acum vreau sa configurez altul, de unde pot face asta?"
Modificare format factura,Nu gasesc de unde pot schimba formatul unei facturi
Modificare format factura,"Aveam o rubrica de unde schimbam modelul facturii, sa salvez un alt model, dar acum nu mai am."
Modificare lista de preturi speciale,sa modific lista de preturi speciale.
Modificare lista de preturi speciale,Unde gasesc optiunea de modificare a listei de preturi speciale?
Modificare lista de preturi speciale,Am nevoie sa schimb pretul special pentru un produs.
Modificare lista de preturi speciale,cum schimb pretul special
Modificare lista de preturi speciale,cum modific pretul special la un produs
Modificare lista de preturi speciale,modific lista de preturi speciale
Modificare model factura,Cum modific modelul de factura?
Modificare model factura,Cum modific aspectul facturilor emise in SmartBill?
Modificare model factura,Vreau alt model de factura
Modificare model factura,Cum schimb modelul de factura?
Modificare model factura,model de factura trebuie modificat
Modificare model factura,cum schimb modelul de factura
Modificare model factura,creare model de factura 
Modificare numar factura,Vreau sa modific numarul facturii.
Modificare numar factura,Pot sa modific seria si numarul facturii?
Modificare numar factura,Am salvat o factura dar vreau sa modific numarul.
Modificare numar factura,Am emis o factura cu seria gresita si vreau sa o modific.
Modificare numar factura,Ma lasa programul sa modific numarul de factura?
Modificare numar NIR (receptie),Se poate modifica numarul unui NIR?
Modificare numar NIR (receptie),Cum modific numarul receptiei?
Modificare numar NIR (receptie),Cum modific numarul unui nir?
Modificare numar NIR (receptie),configurare serii de numere pe NIR
Modificare numar NIR (receptie),modificare numar la NIR
Modificare numar NIR (receptie),serie de numere la NIR
Modificare nume utilizator SmartBill,Vreau sa modific numele utilizatorului.
Modificare nume utilizator SmartBill,Cum actualizez numele utilizatorului?
Modificare nume utilizator SmartBill,Vreau sa imi apare numele firmei la trimiterea pe email.
Modificare nume utilizator SmartBill,Cum pot modifica numele persoanei care intocmeste facturi?
Modificare nume utilizator SmartBill,Unde intru pentru a modifica numele intocmitorului?
Modificare ordine conturi bancare pe documente,doresc sa schimb ordinea conturilor pe factura
Modificare ordine conturi bancare pe documente,Cum schimb ordinea conturilor bancare pe factura?
Modificare ordine conturi bancare pe documente,De unde modific ordinea conturilor in program?
Modificare ordine conturi bancare pe documente,Vreau sa pun in alta ordine conturile pe factura
Modificare ordine conturi bancare pe documente,schimbare ordine conturi pe factura
Modificare ordine conturi bancare pe documente,schimba ordinea conturilor bancare pe factura
Modificare parola de acces in SmartBill,De unde schimb parola?
Modificare parola de acces in SmartBill,Din ce meniu modific parola?
Modificare parola de acces in SmartBill,Cum imi setez o parola noua?
Modificare parola de acces in SmartBill,Pot schimba parola direct din cont?
Modificare parola de acces in SmartBill,Am nevoie de schimb parola si nu stiu de unde.
Modificare parola de acces in SmartBill,cum schimb parola
Modificare parola de acces in SmartBill,resetare parola in cont
Modificare parola de acces in SmartBill,modificare parola in cont
Modificare parola de acces in SmartBill,Cum resetez parola contului SmartBill?
Modificare parola de acces in SmartBill,Schimb parola de acces in cont
Modificare parola de acces in SmartBill,Modific parola contului
Modificare parola de acces in SmartBill,nu stiu cum sa aflu cheita de la authentificator
Modificare pret de vanzare,De unde schimb pretul de vanzare?
Modificare pret de vanzare,Unde modific pretul pe gestiune?
Modificare pret de vanzare,Cum schimb preturile pentru mai multe produse?
Modificare pret de vanzare,In ce meniu se poate modifica pretul de vanzare?
Modificare pret de vanzare,Pot schima preturile pentru mai multe produse odata?
Modificare pret de vanzare in gestiune Global Valorica,Ce se intampla daca modific pretul de vanzare?
Modificare pret de vanzare in gestiune Global Valorica,Programul emite proces verbal de modificare preturi?
Modificare pret de vanzare in gestiune Global Valorica,De unde e preluat pretul de vanzare si ce se intampla daca il modific?
Modificare pret de vanzare in gestiune Global Valorica,"Daca modific pretul unui produs, se schimba pe tot stocul?"
Modificare produs adaugat pe factura,De unde modific un produs in factura?
Modificare produs adaugat pe factura,"Pot sa modific datele produsului, in factura?"
Modificare produs adaugat pe factura,Vreau sa modific un produs deja adaugat in factura.
Modificare produs adaugat pe factura,Am adaugat produse in factura dar vreau sa le modific.
Modificare produs adaugat pe factura,Cum pot sa modific produsele din factura?
Modificare produs adaugat pe factura,Modificare produs in factura
Modificare produs adaugat pe factura,cum modific un produs de pe factura
Modificare produs adaugat pe factura,vreau sa modific un produs dupa ce l-am adaugat pe factura
Modificare produs adaugat pe factura,vreau sa corectez un produs care este adaugat pe factura
Modificare produs adaugat pe factura,trebuie sa modific pretul unui produs de pe factura
Modificare recurenta,cum modific o recurenta
Modificare recurenta,am facut o recurenta si trebuie sa fac schimbari
Modificare recurenta,pot face modificari pe o recurenta
Modificare recurenta,de unde se poate schimba o recurenta
Modificare recurenta,vreau sa modific o recurenta<br>
Modificare recurenta,Modificare abonament recurent in program
Modificare recurenta,Din ce meniu modific o recurenta
Modificare recurenta,Vreau sa fac modificari pe o recurenta
Modificare serie factura cu primul numar eronat,"Am emis facturi de test cu seria ABC, as vrea sa modific aceasta serie, pornind de la numarul real."
Modificare serie factura cu primul numar eronat,Cum modific numarul unei facturi?
Modificare serie factura cu primul numar eronat,De ce nu pot corecta manual numerotarea facturilor?
Modificare serie factura cu primul numar eronat,Am introdus gresit primul numar la factura si vreau sa il modific
Modificare serie factura cu primul numar eronat,"Vreau sa schimb numerotarea la facturi, am gresit primul numar"
Modificare serie factura cu primul numar eronat,"Am emis pana acum doua facturi de test cu seria ABC, dar as vrea sa modific aceasta serie, dar sa pornesc de la numarul real."
Modificare serie factura cu primul numar eronat,modific numarul unei facturi
Modificare serie factura cu primul numar eronat,modific facturi cu seria de test ABC
Modificare serie factura cu primul numar eronat,modifica manual numerotarea facturilor
Modificare serie factura cu primul numar eronat,cum pot sa scriu nr facturii manual?
Modificare status incasare factura,de unde modific statusul din incasat in neincasat pe o factura emisa de mine?
Modificare stoc minim,De unde modific stocul minim pe produse?
Modificare stoc minim,Am setat gresit un stoc minim si vreau sa-l modific.
Modificare stoc minim,Nu stiu de unde se modifica stocul minim.
Modificare stoc minim,Modificare stoc minim
Modificare text e-mail,De unde pot sa modific textul email?
Modificare text e-mail,Pot personaliza textul de e-mail?
Modificare text e-mail,Cum schimb template-ul pentru email si subiect?
